County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Franklin,2010,55-64," 3,113 "," 3,415 "," 6,528 "," 2,346 "," 2,301 ", 55 ," 4,702 "," 1,983 "," 1,990 ", 41 ," 4,014 ",75.4%,67.4%,72.0%,63.7%,58.3%,61.5%,84.5%,86.5%,85.4%
Franklin,2010,65-," 2,989 "," 2,707 "," 5,696 "," 2,284 "," 2,122 ", 53 ," 4,459 "," 2,037 "," 1,912 ", 49 ," 3,998 ",76.4%,78.4%,78.3%,68.1%,70.6%,70.2%,89.2%,90.1%,89.7%
Garfield,2010,0TOTAL, 927 , 885 ," 1,812 ", 819 , 723 , -   ," 1,542 ", 631 , 578 , -   ," 1,209 ",88.3%,81.7%,85.1%,68.1%,65.3%,66.7%,77.0%,79.9%,78.4%
Garfield,2010,18-24, 54 , 77 , 131 , 62 , 72 ,, 134 , 25 , 37 ,, 62 ,114.8%,93.5%,102.3%,46.3%,48.1%,47.3%,40.3%,51.4%,46.3%
Garfield,2010,25-34, 99 , 95 , 194 , 85 , 84 ,, 169 , 53 , 50 ,, 103 ,85.9%,88.4%,87.1%,53.5%,52.6%,53.1%,62.4%,59.5%,60.9%
Garfield,2010,35-44, 116 , 107 , 223 , 92 , 69 ,, 161 , 58 , 56 ,, 114 ,79.3%,64.5%,72.2%,50.0%,52.3%,51.1%,63.0%,81.2%,70.8%
Garfield,2010,45-54, 170 , 178 , 348 , 147 , 125 ,, 272 , 121 , 101 ,, 222 ,86.5%,70.2%,78.2%,71.2%,56.7%,63.8%,82.3%,80.8%,81.6%
Garfield,2010,55-64, 209 , 201 , 410 , 184 , 162 ,, 346 , 164 , 147 ,, 311 ,88.0%,80.6%,84.4%,78.5%,73.1%,75.9%,89.1%,90.7%,89.9%
Garfield,2010,65-, 279 , 227 , 506 , 249 , 211 ,, 460 , 210 , 187 ,, 397 ,89.2%,93.0%,90.9%,75.3%,82.4%,78.5%,84.3%,88.6%,86.3%
Grant,2010,0TOTAL," 30,415 "," 31,480 "," 61,895 "," 17,624 "," 15,907 ", 2 ," 33,533 "," 12,691 "," 11,696 ", -   ," 24,387 ",57.9%,50.5%,54.2%,41.7%,37.2%,39.4%,72.0%,73.5%,72.7%
Grant,2010,18-24," 4,099 "," 4,816 "," 8,915 "," 1,662 "," 1,516 ", 1 ," 3,179 ", 617 , 538 ,," 1,155 ",40.5%,31.5%,35.7%,15.1%,11.2%,13.0%,37.1%,35.5%,36.3%
Grant,2010,25-34," 5,656 "," 6,033 "," 11,689 "," 2,449 "," 2,041 ",," 4,490 "," 1,198 "," 1,023 ",," 2,221 ",43.3%,33.8%,38.4%,21.2%,17.0%,19.0%,48.9%,50.1%,49.5%
Grant,2010,35-44," 5,199 "," 5,473 "," 10,672 "," 2,490 "," 2,192 ", 1 ," 4,683 "," 1,621 "," 1,498 ",," 3,119 ",47.9%,40.1%,43.9%,31.2%,27.4%,29.2%,65.1%,68.3%,66.6%
Grant,2010,45-54," 5,299 "," 5,526 "," 10,825 "," 3,206 "," 2,923 ",," 6,129 "," 2,408 "," 2,240 ",," 4,648 ",60.5%,52.9%,56.6%,45.4%,40.5%,42.9%,75.1%,76.6%,75.8%
Grant,2010,55-64," 4,624 "," 4,639 "," 9,263 "," 3,458 "," 3,231 ",," 6,689 "," 3,005 "," 2,788 ",," 5,793 ",74.8%,69.6%,72.2%,65.0%,60.1%,62.5%,86.9%,86.3%,86.6%
Grant,2010,65-," 5,538 "," 4,993 "," 10,531 "," 4,359 "," 4,004 ",," 8,363 "," 3,842 "," 3,609 ",," 7,451 ",78.7%,80.2%,79.4%,69.4%,72.3%,70.8%,88.1%,90.1%,89.1%
Grays Harbor,2010,0TOTAL," 27,678 "," 29,395 "," 57,073 "," 19,149 "," 16,857 ", 134 ," 36,140 "," 13,699 "," 12,219 ", 79 ," 25,997 ",69.2%,57.3%,63.3%,49.5%,41.6%,45.6%,71.5%,72.5%,71.9%
Grays Harbor,2010,18-24," 2,838 "," 3,414 "," 6,252 "," 1,417 "," 1,413 ", 21 ," 2,851 ", 499 , 518 , 7 ," 1,024 ",49.9%,41.4%,45.6%,17.6%,15.2%,16.4%,35.2%,36.7%,35.9%
Grays Harbor,2010,25-34," 3,852 "," 4,708 "," 8,560 "," 2,247 "," 1,872 ", 26 ," 4,145 "," 1,026 ", 819 , 7 ," 1,852 ",58.3%,39.8%,48.4%,26.6%,17.4%,21.6%,45.7%,43.8%,44.7%
Grays Harbor,2010,35-44," 3,956 "," 4,650 "," 8,606 "," 2,441 "," 2,031 ", 16 ," 4,488 "," 1,459 "," 1,232 ", 9 ," 2,700 ",61.7%,43.7%,52.1%,36.9%,26.5%,31.4%,59.8%,60.7%,60.2%
Grays Harbor,2010,45-54," 5,322 "," 5,561 "," 10,883 "," 3,607 "," 3,041 ", 16 ," 6,664 "," 2,639 "," 2,238 ", 11 ," 4,888 ",67.8%,54.7%,61.2%,49.6%,40.2%,44.9%,73.2%,73.6%,73.3%
Grays Harbor,2010,55-64," 5,474 "," 5,449 "," 10,923 "," 4,306 "," 3,921 ", 25 ," 8,252 "," 3,627 "," 3,343 ", 19 ," 6,989 ",78.7%,72.0%,75.5%,66.3%,61.4%,64.0%,84.2%,85.3%,84.7%
Grays Harbor,2010,65-," 6,236 "," 5,613 "," 11,849 "," 5,131 "," 4,579 ", 30 ," 9,740 "," 4,449 "," 4,069 ", 26 ," 8,544 ",82.3%,81.6%,82.2%,71.3%,72.5%,72.1%,86.7%,88.9%,87.7%
Island,2010,0TOTAL," 31,654 "," 30,558 "," 62,212 "," 24,763 "," 22,169 ", -   ," 46,932 "," 19,064 "," 17,166 ", -   ," 36,230 ",78.2%,72.5%,75.4%,60.2%,56.2%,58.2%,77.0%,77.4%,77.2%
Island,2010,18-24," 3,015 "," 3,861 "," 6,876 "," 1,753 "," 1,577 ",," 3,330 ", 732 , 633 ,," 1,365 ",58.1%,40.8%,48.4%,24.3%,16.4%,19.9%,41.8%,40.1%,41.0%
Island,2010,25-34," 4,350 "," 4,794 "," 9,144 "," 2,639 "," 2,277 ",," 4,916 "," 1,168 "," 1,005 ",," 2,173 ",60.7%,47.5%,53.8%,26.9%,21.0%,23.8%,44.3%,44.1%,44.2%
Island,2010,35-44," 4,285 "," 4,180 "," 8,465 "," 2,890 "," 2,644 ",," 5,534 "," 1,829 "," 1,684 ",," 3,513 ",67.4%,63.3%,65.4%,42.7%,40.3%,41.5%,63.3%,63.7%,63.5%
Island,2010,45-54," 5,792 "," 5,189 "," 10,981 "," 4,618 "," 4,007 ",," 8,625 "," 3,663 "," 3,125 ",," 6,788 ",79.7%,77.2%,78.5%,63.2%,60.2%,61.8%,79.3%,78.0%,78.7%
Island,2010,55-64," 6,530 "," 5,777 "," 12,307 "," 5,832 "," 5,087 ",," 10,919 "," 5,232 "," 4,580 ",," 9,812 ",89.3%,88.1%,88.7%,80.1%,79.3%,79.7%,89.7%,90.0%,89.9%
Island,2010,65-," 7,682 "," 6,757 "," 14,439 "," 7,031 "," 6,577 ",," 13,608 "," 6,440 "," 6,139 ",," 12,579 ",91.5%,97.3%,94.2%,83.8%,90.9%,87.1%,91.6%,93.3%,92.4%
Jefferson,2010,0TOTAL," 12,886 "," 12,540 "," 25,426 "," 11,408 "," 10,341 ", -   ," 21,749 "," 9,346 "," 8,381 ", -   ," 17,727 ",88.5%,82.5%,85.5%,72.5%,66.8%,69.7%,81.9%,81.0%,81.5%
Jefferson,2010,18-24, 714 , 861 ," 1,575 ", 525 , 532 ,," 1,057 ", 236 , 222 ,, 458 ,73.5%,61.8%,67.1%,33.1%,25.8%,29.1%,45.0%,41.7%,43.3%
Jefferson,2010,25-34," 1,102 "," 1,216 "," 2,318 ", 903 , 804 ,," 1,707 ", 466 , 398 ,, 864 ,81.9%,66.1%,73.6%,42.3%,32.7%,37.3%,51.6%,49.5%,50.6%
Jefferson,2010,35-44," 1,319 "," 1,412 "," 2,731 "," 1,047 ", 907 ,," 1,954 ", 695 , 597 ,," 1,292 ",79.4%,64.2%,71.5%,52.7%,42.3%,47.3%,66.4%,65.8%,66.1%
Jefferson,2010,45-54," 2,386 "," 2,117 "," 4,503 "," 1,959 "," 1,543 ",," 3,502 "," 1,547 "," 1,213 ",," 2,760 ",82.1%,72.9%,77.8%,64.8%,57.3%,61.3%,79.0%,78.6%,78.8%
Jefferson,2010,55-64," 3,403 "," 3,054 "," 6,457 "," 3,174 "," 2,736 ",," 5,910 "," 2,877 "," 2,397 ",," 5,274 ",93.3%,89.6%,91.5%,84.5%,78.5%,81.7%,90.6%,87.6%,89.2%
Jefferson,2010,65-," 3,962 "," 3,880 "," 7,842 "," 3,800 "," 3,819 ",," 7,619 "," 3,525 "," 3,554 ",," 7,079 ",95.9%,98.4%,97.2%,89.0%,91.6%,90.3%,92.8%,93.1%,92.9%
King,2010,0TOTAL," 767,536 "," 750,211 "," 1,517,747 "," 560,837 "," 515,029 ", 64 ," 1,075,930 "," 398,081 "," 363,956 ", 25 ," 762,062 ",73.1%,68.7%,70.9%,51.9%,48.5%,50.2%,71.0%,70.7%,70.8%
King,2010,18-24," 87,998 "," 90,214 "," 178,212 "," 48,208 "," 43,965 ", 23 ," 92,196 "," 21,696 "," 19,572 ", 8 ," 41,276 ",54.8%,48.7%,51.7%,24.7%,21.7%,23.2%,45.0%,44.5%,44.8%
King,2010,25-34," 153,460 "," 159,257 "," 312,717 "," 99,458 "," 90,664 ", 16 ," 190,138 "," 54,321 "," 48,564 ", 6 ," 102,891 ",64.8%,56.9%,60.8%,35.4%,30.5%,32.9%,54.6%,53.6%,54.1%
King,2010,35-44," 145,227 "," 151,563 "," 296,790 "," 102,924 "," 99,215 ", 11 ," 202,150 "," 68,623 "," 65,789 ", 7 ," 134,419 ",70.9%,65.5%,68.1%,47.3%,43.4%,45.3%,66.7%,66.3%,66.5%
King,2010,45-54," 144,574 "," 146,558 "," 291,132 "," 113,073 "," 108,475 ", 7 ," 221,555 "," 86,740 "," 82,721 ", 3 ," 169,464 ",78.2%,74.0%,76.1%,60.0%,56.4%,58.2%,76.7%,76.3%,76.5%
King,2010,55-64," 116,789 "," 111,428 "," 228,217 "," 99,286 "," 93,086 ", 4 ," 192,376 "," 83,472 "," 78,125 ", 1 ," 161,598 ",85.0%,83.5%,84.3%,71.5%,70.1%,70.8%,84.1%,83.9%,84.0%
King,2010,65-," 119,488 "," 91,191 "," 210,679 "," 97,888 "," 79,624 ", 3 ," 177,515 "," 83,229 "," 69,185 ",," 152,414 ",81.9%,87.3%,84.3%,69.7%,75.9%,72.3%,85.0%,86.9%,85.9%
Kitsap,2010,0TOTAL," 96,463 "," 98,174 "," 194,637 "," 74,935 "," 69,122 ", -   ," 144,057 "," 54,950 "," 50,777 ", -   ," 105,727 ",77.7%,70.4%,74.0%,57.0%,51.7%,54.3%,73.3%,73.5%,73.4%
Kitsap,2010,18-24," 10,715 "," 14,701 "," 25,416 "," 6,546 "," 6,165 ",," 12,711 "," 2,825 "," 2,538 ",," 5,363 ",61.1%,41.9%,50.0%,26.4%,17.3%,21.1%,43.2%,41.2%,42.2%
Kitsap,2010,25-34," 14,564 "," 16,710 "," 31,274 "," 9,903 "," 9,238 ",," 19,141 "," 4,823 "," 4,359 ",," 9,182 ",68.0%,55.3%,61.2%,33.1%,26.1%,29.4%,48.7%,47.2%,48.0%
Kitsap,2010,35-44," 15,318 "," 15,205 "," 30,523 "," 11,130 "," 10,074 ",," 21,204 "," 7,224 "," 6,390 ",," 13,614 ",72.7%,66.3%,69.5%,47.2%,42.0%,44.6%,64.9%,63.4%,64.2%
Kitsap,2010,45-54," 19,645 "," 19,137 "," 38,782 "," 15,790 "," 14,708 ",," 30,498 "," 12,334 "," 11,585 ",," 23,919 ",80.4%,76.9%,78.6%,62.8%,60.5%,61.7%,78.1%,78.8%,78.4%
Kitsap,2010,55-64," 18,135 "," 17,211 "," 35,346 "," 16,034 "," 15,048 ",," 31,082 "," 13,974 "," 13,226 ",," 27,200 ",88.4%,87.4%,87.9%,77.1%,76.8%,77.0%,87.2%,87.9%,87.5%
Kitsap,2010,65-," 18,086 "," 15,210 "," 33,296 "," 15,532 "," 13,889 ",," 29,421 "," 13,770 "," 12,679 ",," 26,449 ",85.9%,91.3%,88.4%,76.1%,83.4%,79.4%,88.7%,91.3%,89.9%
Kittitas,2010,0TOTAL," 16,487 "," 16,944 "," 33,431 "," 10,529 "," 9,681 ", -   ," 20,210 "," 7,987 "," 7,465 ", -   ," 15,452 ",63.9%,57.1%,60.5%,48.4%,44.1%,46.2%,75.9%,77.1%,76.5%
Kittitas,2010,18-24," 4,538 "," 4,900 "," 9,438 "," 1,027 ", 921 ,," 1,948 ", 430 , 421 ,, 851 ,22.6%,18.8%,20.6%,9.5%,8.6%,9.0%,41.9%,45.7%,43.7%
Kittitas,2010,25-34," 2,233 "," 2,544 "," 4,777 "," 1,472 "," 1,351 ",," 2,823 ", 863 , 775 ,," 1,638 ",65.9%,53.1%,59.1%,38.6%,30.5%,34.3%,58.6%,57.4%,58.0%
Kittitas,2010,35-44," 2,026 "," 2,084 "," 4,110 "," 1,461 "," 1,336 ",," 2,797 "," 1,042 ", 965 ,," 2,007 ",72.1%,64.1%,68.1%,51.4%,46.3%,48.8%,71.3%,72.2%,71.8%
Kittitas,2010,45-54," 2,532 "," 2,540 "," 5,072 "," 1,983 "," 1,798 ",," 3,781 "," 1,601 "," 1,453 ",," 3,054 ",78.3%,70.8%,74.5%,63.2%,57.2%,60.2%,80.7%,80.8%,80.8%
Kittitas,2010,55-64," 2,407 "," 2,415 "," 4,822 "," 2,141 "," 2,070 ",," 4,211 "," 1,914 "," 1,839 ",," 3,753 ",88.9%,85.7%,87.3%,79.5%,76.1%,77.8%,89.4%,88.8%,89.1%
Kittitas,2010,65-," 2,751 "," 2,461 "," 5,212 "," 2,445 "," 2,205 ",," 4,650 "," 2,137 "," 2,012 ",," 4,149 ",88.9%,89.6%,89.2%,77.7%,81.8%,79.6%,87.4%,91.2%,89.2%
Klickitat,2010,0TOTAL," 7,876 "," 7,959 "," 15,835 "," 6,341 "," 6,054 ", -   ," 12,395 "," 4,563 "," 4,332 ", -   ," 8,895 ",80.5%,76.1%,78.3%,57.9%,54.4%,56.2%,72.0%,71.6%,71.8%
Klickitat,2010,18-24, 605 , 632 ," 1,237 ", 450 , 388 ,, 838 , 173 , 119 ,, 292 ,74.4%,61.4%,67.7%,28.6%,18.8%,23.6%,38.4%,30.7%,34.8%
Klickitat,2010,25-34, 966 , 992 ," 1,958 ", 725 , 665 ,," 1,390 ", 334 , 295 ,, 629 ,75.1%,67.0%,71.0%,34.6%,29.7%,32.1%,46.1%,44.4%,45.3%
Klickitat,2010,35-44," 1,153 "," 1,250 "," 2,403 ", 822 , 786 ,," 1,608 ", 498 , 488 ,, 986 ,71.3%,62.9%,66.9%,43.2%,39.0%,41.0%,60.6%,62.1%,61.3%
Klickitat,2010,45-54," 1,555 "," 1,523 "," 3,078 "," 1,205 "," 1,106 ",," 2,311 ", 855 , 761 ,," 1,616 ",77.5%,72.6%,75.1%,55.0%,50.0%,52.5%,71.0%,68.8%,69.9%
Klickitat,2010,55-64," 1,778 "," 1,756 "," 3,534 "," 1,554 "," 1,479 ",," 3,033 "," 1,308 "," 1,225 ",," 2,533 ",87.4%,84.2%,85.8%,73.6%,69.8%,71.7%,84.2%,82.8%,83.5%
Klickitat,2010,65-," 1,819 "," 1,806 "," 3,625 "," 1,585 "," 1,630 ",," 3,215 "," 1,395 "," 1,444 ",," 2,839 ",87.1%,90.3%,88.7%,76.7%,80.0%,78.3%,88.0%,88.6%,88.3%
Lewis,2010,0TOTAL," 29,286 "," 28,709 "," 57,995 "," 21,884 "," 19,763 ", 28 ," 41,675 "," 16,416 "," 14,881 ", 16 ," 31,313 ",74.7%,68.8%,71.9%,56.1%,51.8%,54.0%,75.0%,75.3%,75.1%
Lewis,2010,18-24," 2,961 "," 3,350 "," 6,311 "," 1,859 "," 1,777 ", 9 ," 3,645 ", 801 , 742 , 3 ," 1,546 ",62.8%,53.0%,57.8%,27.1%,22.1%,24.5%,43.1%,41.8%,42.4%
Lewis,2010,25-34," 4,192 "," 4,278 "," 8,470 "," 2,769 "," 2,460 ", 5 ," 5,234 "," 1,425 "," 1,241 ", 3 ," 2,669 ",66.1%,57.5%,61.8%,34.0%,29.0%,31.5%,51.5%,50.4%,51.0%
Lewis,2010,35-44," 4,262 "," 4,307 "," 8,569 "," 2,929 "," 2,522 ", 3 ," 5,454 "," 1,919 "," 1,683 ",," 3,602 ",68.7%,58.6%,63.6%,45.0%,39.1%,42.0%,65.5%,66.7%,66.0%
Lewis,2010,45-54," 5,539 "," 5,432 "," 10,971 "," 4,006 "," 3,630 ",," 7,636 "," 3,121 "," 2,801 ",," 5,922 ",72.3%,66.8%,69.6%,56.3%,51.6%,54.0%,77.9%,77.2%,77.6%
Lewis,2010,55-64," 5,330 "," 5,268 "," 10,598 "," 4,479 "," 4,169 ", 7 ," 8,655 "," 3,944 "," 3,651 ", 6 ," 7,601 ",84.0%,79.1%,81.7%,74.0%,69.3%,71.7%,88.1%,87.6%,87.8%
Lewis,2010,65-," 7,002 "," 6,074 "," 13,076 "," 5,842 "," 5,205 ", 4 ," 11,051 "," 5,206 "," 4,763 ", 4 ," 9,973 ",83.4%,85.7%,84.5%,74.4%,78.4%,76.3%,89.1%,91.5%,90.2%
Lincoln,2010,0TOTAL," 4,117 "," 4,057 "," 8,174 "," 3,572 "," 3,408 ", -   ," 6,980 "," 2,822 "," 2,707 ", -   ," 5,529 ",86.8%,84.0%,85.4%,68.5%,66.7%,67.6%,79.0%,79.4%,79.2%
Lincoln,2010,18-24, 285 , 326 , 611 , 245 , 258 ,, 503 , 122 , 136 ,, 258 ,86.0%,79.1%,82.3%,42.8%,41.7%,42.2%,49.8%,52.7%,51.3%
Lincoln,2010,25-34, 441 , 427 , 868 , 415 , 380 ,, 795 , 238 , 195 ,, 433 ,94.1%,89.0%,91.6%,54.0%,45.7%,49.9%,57.3%,51.3%,54.5%
Lincoln,2010,35-44, 522 , 524 ," 1,046 ", 446 , 423 ,, 869 , 312 , 302 ,, 614 ,85.4%,80.7%,83.1%,59.8%,57.6%,58.7%,70.0%,71.4%,70.7%
Lincoln,2010,45-54, 840 , 827 ," 1,667 ", 672 , 588 ,," 1,260 ", 547 , 490 ,," 1,037 ",80.0%,71.1%,75.6%,65.1%,59.3%,62.2%,81.4%,83.3%,82.3%
Lincoln,2010,55-64, 889 , 896 ," 1,785 ", 782 , 775 ,," 1,557 ", 701 , 684 ,," 1,385 ",88.0%,86.5%,87.2%,78.9%,76.3%,77.6%,89.6%,88.3%,89.0%
Lincoln,2010,65-," 1,140 "," 1,057 "," 2,197 "," 1,012 ", 984 ,," 1,996 ", 902 , 900 ,," 1,802 ",88.8%,93.1%,90.9%,79.1%,85.1%,82.0%,89.1%,91.5%,90.3%
Mason,2010,0TOTAL," 23,363 "," 24,962 "," 48,325 "," 17,529 "," 15,909 ", 52 ," 33,490 "," 13,180 "," 12,111 ", 35 ," 25,326 ",75.0%,63.7%,69.3%,56.4%,48.5%,52.4%,75.2%,76.1%,75.6%
Mason,2010,18-24," 2,005 "," 2,581 "," 4,586 "," 1,289 "," 1,176 ", 5 ," 2,470 ", 524 , 436 , 1 , 961 ,64.3%,45.6%,53.9%,26.1%,16.9%,21.0%,40.7%,37.1%,38.9%
Mason,2010,25-34," 3,054 "," 3,849 "," 6,903 "," 1,782 "," 1,557 ", 6 ," 3,345 ", 881 , 760 , 3 ," 1,644 ",58.3%,40.5%,48.5%,28.8%,19.7%,23.8%,49.4%,48.8%,49.1%
Mason,2010,35-44," 3,235 "," 3,716 "," 6,951 "," 2,046 "," 1,800 ", 6 ," 3,852 "," 1,312 "," 1,126 ", 3 ," 2,441 ",63.2%,48.4%,55.4%,40.6%,30.3%,35.1%,64.1%,62.6%,63.4%
Mason,2010,45-54," 4,470 "," 4,701 "," 9,171 "," 3,267 "," 2,858 ", 6 ," 6,131 "," 2,426 "," 2,178 ", 5 ," 4,609 ",73.1%,60.8%,66.9%,54.3%,46.3%,50.3%,74.3%,76.2%,75.2%
Mason,2010,55-64," 4,882 "," 4,720 "," 9,602 "," 4,127 "," 3,732 ", 17 ," 7,876 "," 3,541 "," 3,223 ", 15 ," 6,779 ",84.5%,79.1%,82.0%,72.5%,68.3%,70.6%,85.8%,86.4%,86.1%
Mason,2010,65-," 5,717 "," 5,395 "," 11,112 "," 5,018 "," 4,786 ", 12 ," 9,816 "," 4,496 "," 4,388 ", 8 ," 8,892 ",87.8%,88.7%,88.3%,78.6%,81.3%,80.0%,89.6%,91.7%,90.6%
Okanogan,2010,0TOTAL," 15,691 "," 15,762 "," 31,453 "," 10,633 "," 9,686 ", -   ," 20,319 "," 7,777 "," 7,246 ", -   ," 15,023 ",67.8%,61.5%,64.6%,49.6%,46.0%,47.8%,73.1%,74.8%,73.9%
Okanogan,2010,18-24," 1,413 "," 1,567 "," 2,980 ", 658 , 593 ,," 1,251 ", 283 , 223 ,, 506 ,46.6%,37.8%,42.0%,20.0%,14.2%,17.0%,43.0%,37.6%,40.4%
Okanogan,2010,25-34," 2,096 "," 2,206 "," 4,302 "," 1,152 ", 990 ,," 2,142 ", 546 , 444 ,, 990 ,55.0%,44.9%,49.8%,26.0%,20.1%,23.0%,47.4%,44.8%,46.2%
Okanogan,2010,35-44," 2,264 "," 2,291 "," 4,555 "," 1,292 "," 1,093 ",," 2,385 ", 792 , 687 ,," 1,479 ",57.1%,47.7%,52.4%,35.0%,30.0%,32.5%,61.3%,62.9%,62.0%
Okanogan,2010,45-54," 3,084 "," 2,915 "," 5,999 "," 2,084 "," 1,773 ",," 3,857 "," 1,526 "," 1,318 ",," 2,844 ",67.6%,60.8%,64.3%,49.5%,45.2%,47.4%,73.2%,74.3%,73.7%
Okanogan,2010,55-64," 3,242 "," 3,305 "," 6,547 "," 2,594 "," 2,426 ",," 5,020 "," 2,152 "," 2,074 ",," 4,226 ",80.0%,73.4%,76.7%,66.4%,62.8%,64.5%,83.0%,85.5%,84.2%
Okanogan,2010,65-," 3,592 "," 3,478 "," 7,070 "," 2,853 "," 2,811 ",," 5,664 "," 2,478 "," 2,500 ",," 4,978 ",79.4%,80.8%,80.1%,69.0%,71.9%,70.4%,86.9%,88.9%,87.9%
Pacific,2010,0TOTAL," 8,662 "," 8,510 "," 17,172 "," 6,841 "," 6,167 ", 3 ," 13,011 "," 5,236 "," 4,731 ", 3 ," 9,970 ",79.0%,72.5%,75.8%,60.4%,55.6%,58.1%,76.5%,76.7%,76.6%
Pacific,2010,18-24, 602 , 700 ," 1,302 ", 434 , 413 ,, 847 , 161 , 142 ,, 303 ,72.1%,59.0%,65.1%,26.7%,20.3%,23.3%,37.1%,34.4%,35.8%
Pacific,2010,25-34, 859 , 959 ," 1,818 ", 562 , 517 ,," 1,079 ", 297 , 241 ,, 538 ,65.4%,53.9%,59.4%,34.6%,25.1%,29.6%,52.8%,46.6%,49.9%
Pacific,2010,35-44, 993 , 995 ," 1,988 ", 650 , 576 ,," 1,226 ", 412 , 388 ,, 800 ,65.5%,57.9%,61.7%,41.5%,39.0%,40.2%,63.4%,67.4%,65.3%
Pacific,2010,45-54," 1,492 "," 1,458 "," 2,950 "," 1,068 ", 912 , 1 ," 1,981 ", 809 , 672 , 1 ," 1,482 ",71.6%,62.6%,67.2%,54.2%,46.1%,50.2%,75.7%,73.7%,74.8%
Pacific,2010,55-64," 2,024 "," 1,907 "," 3,931 "," 1,711 "," 1,528 ", 1 ," 3,240 "," 1,437 "," 1,310 ", 1 ," 2,748 ",84.5%,80.1%,82.4%,71.0%,68.7%,69.9%,84.0%,85.7%,84.8%
Pacific,2010,65-," 2,692 "," 2,491 "," 5,183 "," 2,416 "," 2,221 ", 1 ," 4,638 "," 2,120 "," 1,978 ", 1 ," 4,099 ",89.7%,89.2%,89.5%,78.8%,79.4%,79.1%,87.7%,89.1%,88.4%
Pend Oreille,2010,0TOTAL," 5,052 "," 5,141 "," 10,193 "," 4,057 "," 3,801 ", 22 ," 7,880 "," 3,059 "," 2,930 ", 16 ," 6,005 ",80.3%,73.9%,77.3%,60.6%,57.0%,58.9%,75.4%,77.1%,76.2%
Pend Oreille,2010,18-24, 346 , 387 , 733 , 261 , 270 , 4 , 535 , 92 , 111 , 2 , 205 ,75.4%,69.8%,73.0%,26.6%,28.7%,28.0%,35.2%,41.1%,38.3%
Pend Oreille,2010,25-34, 530 , 514 ," 1,044 ", 383 , 324 , 3 , 710 , 168 , 147 , 2 , 317 ,72.3%,63.0%,68.0%,31.7%,28.6%,30.4%,43.9%,45.4%,44.6%
Pend Oreille,2010,35-44, 678 , 696 ," 1,374 ", 479 , 422 , 3 , 904 , 330 , 269 , 3 , 602 ,70.6%,60.6%,65.8%,48.7%,38.6%,43.8%,68.9%,63.7%,66.6%
Pend Oreille,2010,45-54," 1,086 "," 1,051 "," 2,137 ", 831 , 719 , 2 ," 1,552 ", 640 , 554 , 2 ," 1,196 ",76.5%,68.4%,72.6%,58.9%,52.7%,56.0%,77.0%,77.1%,77.1%
Pend Oreille,2010,55-64," 1,153 "," 1,267 "," 2,420 ", 996 , 977 , 6 ," 1,979 ", 854 , 858 , 4 ," 1,716 ",86.4%,77.1%,81.8%,74.1%,67.7%,70.9%,85.7%,87.8%,86.7%
Pend Oreille,2010,65-," 1,259 "," 1,226 "," 2,485 "," 1,107 "," 1,089 ", 4 ," 2,200 ", 975 , 991 , 3 ," 1,969 ",87.9%,88.8%,88.5%,77.4%,80.8%,79.2%,88.1%,91.0%,89.5%
Pierce,2010,0TOTAL," 305,428 "," 291,670 "," 597,098 "," 219,430 "," 191,701 ", 28 ," 411,159 "," 144,288 "," 127,953 ", 10 ," 272,251 ",71.8%,65.7%,68.9%,47.2%,43.9%,45.6%,65.8%,66.7%,66.2%
Pierce,2010,18-24," 38,392 "," 40,053 "," 78,445 "," 20,349 "," 18,514 ", 15 ," 38,878 "," 7,395 "," 6,652 ", 4 ," 14,051 ",53.0%,46.2%,49.6%,19.3%,16.6%,17.9%,36.3%,35.9%,36.1%
Pierce,2010,25-34," 56,566 "," 55,484 "," 112,050 "," 35,844 "," 29,813 ", 4 ," 65,661 "," 15,937 "," 13,057 ", 1 ," 28,995 ",63.4%,53.7%,58.6%,28.2%,23.5%,25.9%,44.5%,43.8%,44.2%
Pierce,2010,35-44," 54,411 "," 54,016 "," 108,427 "," 37,606 "," 32,730 ", 5 ," 70,341 "," 22,000 "," 19,516 ", 1 ," 41,517 ",69.1%,60.6%,64.9%,40.4%,36.1%,38.3%,58.5%,59.6%,59.0%
Pierce,2010,45-54," 59,668 "," 59,275 "," 118,943 "," 45,029 "," 41,117 ", 3 ," 86,149 "," 31,803 "," 29,442 ", 3 ," 61,248 ",75.5%,69.4%,72.4%,53.3%,49.7%,51.5%,70.6%,71.6%,71.1%
Pierce,2010,55-64," 47,048 "," 44,400 "," 91,448 "," 39,664 "," 36,066 ", 1 ," 75,731 "," 32,404 "," 29,760 ", 1 ," 62,165 ",84.3%,81.2%,82.8%,68.9%,67.0%,68.0%,81.7%,82.5%,82.1%
Pierce,2010,65-," 49,343 "," 38,442 "," 87,785 "," 40,938 "," 33,461 ",," 74,399 "," 34,749 "," 29,526 ",," 64,275 ",83.0%,87.0%,84.8%,70.4%,76.8%,73.2%,84.9%,88.2%,86.4%
