County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Clark,2008,65-,25032.00 ,20111.00 ,45143.00 ,20231.00 ,17263.00 ,9.00 ,37503.00 ,18986.00 ,16468.00 ,8.00 ,35462.00 ,0.81 ,0.86 ,0.83 ,0.76 ,0.82 ,0.79 ,0.94 ,0.95 ,0.95 
Columbia,2008,0TOTAL,1638.00 ,1607.00 ,3245.00 ,1365.00 ,1216.00 ,,2581.00 ,1196.00 ,1057.00 ,,2253.00 ,0.83 ,0.76 ,0.80 ,0.73 ,0.66 ,0.69 ,0.88 ,0.87 ,0.87 
Columbia,2008,18-24,120.00 ,126.00 ,246.00 ,108.00 ,87.00 ,,195.00 ,73.00 ,46.00 ,,119.00 ,0.90 ,0.69 ,0.79 ,0.61 ,0.37 ,0.48 ,0.68 ,0.53 ,0.61 
Columbia,2008,25-34,161.00 ,182.00 ,343.00 ,135.00 ,128.00 ,,263.00 ,93.00 ,93.00 ,,186.00 ,0.84 ,0.70 ,0.77 ,0.58 ,0.51 ,0.54 ,0.69 ,0.73 ,0.71 
Columbia,2008,35-44,223.00 ,225.00 ,448.00 ,162.00 ,153.00 ,,315.00 ,133.00 ,124.00 ,,257.00 ,0.73 ,0.68 ,0.70 ,0.60 ,0.55 ,0.57 ,0.82 ,0.81 ,0.82 
Columbia,2008,45-54,332.00 ,333.00 ,665.00 ,253.00 ,223.00 ,,476.00 ,232.00 ,191.00 ,,423.00 ,0.76 ,0.67 ,0.72 ,0.70 ,0.57 ,0.64 ,0.92 ,0.86 ,0.89 
Columbia,2008,55-64,330.00 ,331.00 ,661.00 ,318.00 ,275.00 ,,593.00 ,290.00 ,263.00 ,,553.00 ,0.96 ,0.83 ,0.90 ,0.88 ,0.79 ,0.84 ,0.91 ,0.96 ,0.93 
Columbia,2008,65-,472.00 ,410.00 ,882.00 ,389.00 ,350.00 ,,739.00 ,375.00 ,340.00 ,,715.00 ,0.82 ,0.85 ,0.84 ,0.79 ,0.83 ,0.81 ,0.96 ,0.97 ,0.97 
Cowlitz,2008,0TOTAL,38929.00 ,37597.00 ,76526.00 ,29340.00 ,26024.00 ,2.00 ,55366.00 ,24304.00 ,21074.00 ,2.00 ,45380.00 ,0.75 ,0.69 ,0.72 ,0.62 ,0.56 ,0.59 ,0.83 ,0.81 ,0.82 
Cowlitz,2008,18-24,4348.00 ,4368.00 ,8716.00 ,2521.00 ,2157.00 ,,4678.00 ,1480.00 ,1149.00 ,,2629.00 ,0.58 ,0.49 ,0.54 ,0.34 ,0.26 ,0.30 ,0.59 ,0.53 ,0.56 
Cowlitz,2008,25-34,5736.00 ,5745.00 ,11481.00 ,3778.00 ,3211.00 ,,6989.00 ,2650.00 ,2046.00 ,,4696.00 ,0.66 ,0.56 ,0.61 ,0.46 ,0.36 ,0.41 ,0.70 ,0.64 ,0.67 
Cowlitz,2008,35-44,6495.00 ,6560.00 ,13055.00 ,4516.00 ,3878.00 ,,8394.00 ,3506.00 ,2900.00 ,,6406.00 ,0.70 ,0.59 ,0.64 ,0.54 ,0.44 ,0.49 ,0.78 ,0.75 ,0.76 
Cowlitz,2008,45-54,7601.00 ,7693.00 ,15294.00 ,5827.00 ,5404.00 ,,11231.00 ,4907.00 ,4415.00 ,,9322.00 ,0.77 ,0.70 ,0.73 ,0.65 ,0.57 ,0.61 ,0.84 ,0.82 ,0.83 
Cowlitz,2008,55-64,6632.00 ,6522.00 ,13154.00 ,5882.00 ,5541.00 ,2.00 ,11425.00 ,5414.00 ,5040.00 ,2.00 ,10456.00 ,0.89 ,0.85 ,0.87 ,0.82 ,0.77 ,0.79 ,0.92 ,0.91 ,0.92 
Cowlitz,2008,65-,8117.00 ,6709.00 ,14826.00 ,6816.00 ,5833.00 ,,12649.00 ,6347.00 ,5524.00 ,,11871.00 ,0.84 ,0.87 ,0.85 ,0.78 ,0.82 ,0.80 ,0.93 ,0.95 ,0.94 
Douglas,2008,0TOTAL,13565.00 ,13366.00 ,26931.00 ,9712.00 ,8691.00 ,494.00 ,18897.00 ,7718.00 ,6886.00 ,351.00 ,14955.00 ,0.72 ,0.65 ,0.70 ,0.57 ,0.52 ,0.56 ,0.79 ,0.79 ,0.79 
Douglas,2008,18-24,1530.00 ,1696.00 ,3226.00 ,932.00 ,778.00 ,90.00 ,1800.00 ,503.00 ,386.00 ,34.00 ,923.00 ,0.61 ,0.46 ,0.56 ,0.33 ,0.23 ,0.29 ,0.54 ,0.50 ,0.51 
Douglas,2008,25-34,2197.00 ,2218.00 ,4415.00 ,1302.00 ,1156.00 ,92.00 ,2550.00 ,821.00 ,718.00 ,61.00 ,1600.00 ,0.59 ,0.52 ,0.58 ,0.37 ,0.32 ,0.36 ,0.63 ,0.62 ,0.63 
Douglas,2008,35-44,2402.00 ,2379.00 ,4781.00 ,1411.00 ,1203.00 ,82.00 ,2696.00 ,1058.00 ,859.00 ,63.00 ,1980.00 ,0.59 ,0.51 ,0.56 ,0.44 ,0.36 ,0.41 ,0.75 ,0.71 ,0.73 
Douglas,2008,45-54,2592.00 ,2628.00 ,5220.00 ,2003.00 ,1800.00 ,69.00 ,3872.00 ,1646.00 ,1455.00 ,55.00 ,3156.00 ,0.77 ,0.68 ,0.74 ,0.64 ,0.55 ,0.60 ,0.82 ,0.81 ,0.82 
Douglas,2008,55-64,2151.00 ,2107.00 ,4258.00 ,1837.00 ,1720.00 ,75.00 ,3632.00 ,1645.00 ,1537.00 ,61.00 ,3243.00 ,0.85 ,0.82 ,0.85 ,0.76 ,0.73 ,0.76 ,0.90 ,0.89 ,0.89 
Douglas,2008,65-,2693.00 ,2338.00 ,5031.00 ,2227.00 ,2034.00 ,86.00 ,4347.00 ,2045.00 ,1931.00 ,77.00 ,4053.00 ,0.83 ,0.87 ,0.86 ,0.76 ,0.83 ,0.81 ,0.92 ,0.95 ,0.93 
Ferry,2008,0TOTAL,2869.00 ,3067.00 ,5935.99 ,2167.00 ,2066.00 ,,4233.00 ,1793.00 ,1667.00 ,,3460.00 ,0.76 ,0.67 ,0.71 ,0.62 ,0.54 ,0.58 ,0.83 ,0.81 ,0.82 
Ferry,2008,18-24,266.00 ,388.00 ,654.00 ,146.00 ,170.00 ,,316.00 ,74.00 ,71.00 ,,145.00 ,0.55 ,0.44 ,0.48 ,0.28 ,0.18 ,0.22 ,0.51 ,0.42 ,0.46 
Ferry,2008,25-34,311.00 ,331.00 ,642.00 ,213.00 ,180.00 ,,393.00 ,142.00 ,109.00 ,,251.00 ,0.68 ,0.54 ,0.61 ,0.46 ,0.33 ,0.39 ,0.67 ,0.61 ,0.64 
Ferry,2008,35-44,411.00 ,391.00 ,802.00 ,274.00 ,209.00 ,,483.00 ,188.00 ,158.00 ,,346.00 ,0.67 ,0.53 ,0.60 ,0.46 ,0.40 ,0.43 ,0.69 ,0.76 ,0.72 
Ferry,2008,45-54,613.00 ,596.00 ,1209.00 ,469.00 ,394.00 ,,863.00 ,403.00 ,305.00 ,,708.00 ,0.77 ,0.66 ,0.71 ,0.66 ,0.51 ,0.59 ,0.86 ,0.77 ,0.82 
Ferry,2008,55-64,633.00 ,713.00 ,1345.99 ,531.00 ,567.00 ,,1098.00 ,484.00 ,511.00 ,,995.00 ,0.84 ,0.80 ,0.82 ,0.76 ,0.72 ,0.74 ,0.91 ,0.90 ,0.91 
Ferry,2008,65-,635.00 ,648.00 ,1283.00 ,534.00 ,546.00 ,,1080.00 ,502.00 ,513.00 ,,1015.00 ,0.84 ,0.84 ,0.84 ,0.79 ,0.79 ,0.79 ,0.94 ,0.94 ,0.94 
Franklin,2008,0TOTAL,22792.00 ,24809.00 ,47601.00 ,12287.00 ,11028.00 ,357.00 ,23672.00 ,9884.00 ,8782.00 ,265.00 ,18931.00 ,0.54 ,0.44 ,0.50 ,0.43 ,0.35 ,0.40 ,0.80 ,0.80 ,0.80 
Franklin,2008,18-24,3685.00 ,4113.00 ,7798.00 ,1415.00 ,1180.00 ,34.00 ,2629.00 ,793.00 ,602.00 ,19.00 ,1414.00 ,0.38 ,0.29 ,0.34 ,0.22 ,0.15 ,0.18 ,0.56 ,0.51 ,0.54 
Franklin,2008,25-34,5308.00 ,5997.00 ,11305.00 ,2438.00 ,2006.00 ,80.00 ,4524.00 ,1817.00 ,1429.00 ,44.00 ,3290.00 ,0.46 ,0.33 ,0.40 ,0.34 ,0.24 ,0.29 ,0.75 ,0.71 ,0.73 
Franklin,2008,35-44,4439.00 ,5048.00 ,9487.00 ,1902.00 ,1821.00 ,80.00 ,3803.00 ,1536.00 ,1441.00 ,65.00 ,3042.00 ,0.43 ,0.36 ,0.40 ,0.35 ,0.29 ,0.32 ,0.81 ,0.79 ,0.80 
Franklin,2008,45-54,3842.00 ,4129.00 ,7971.00 ,2339.00 ,2076.00 ,63.00 ,4478.00 ,1948.00 ,1742.00 ,50.00 ,3740.00 ,0.61 ,0.50 ,0.56 ,0.51 ,0.42 ,0.47 ,0.83 ,0.84 ,0.84 
Franklin,2008,55-64,2761.00 ,3051.00 ,5812.00 ,2129.00 ,2015.00 ,53.00 ,4197.00 ,1915.00 ,1826.00 ,44.00 ,3785.00 ,0.77 ,0.66 ,0.72 ,0.69 ,0.60 ,0.65 ,0.90 ,0.91 ,0.90 
Franklin,2008,65-,2757.00 ,2471.00 ,5228.00 ,2064.00 ,1930.00 ,47.00 ,4041.00 ,1875.00 ,1742.00 ,43.00 ,3660.00 ,0.75 ,0.78 ,0.77 ,0.68 ,0.70 ,0.70 ,0.91 ,0.90 ,0.91 
Garfield,2008,0TOTAL,917.00 ,872.00 ,1789.00 ,821.00 ,737.00 ,,1558.00 ,649.00 ,587.00 ,,1236.00 ,0.90 ,0.85 ,0.87 ,0.71 ,0.67 ,0.69 ,0.79 ,0.80 ,0.79 
Garfield,2008,18-24,58.00 ,77.00 ,135.00 ,74.00 ,79.00 ,,153.00 ,39.00 ,54.00 ,,93.00 ,1.28 ,1.03 ,1.13 ,0.67 ,0.70 ,0.69 ,0.53 ,0.68 ,0.61 
Garfield,2008,25-34,97.00 ,94.00 ,191.00 ,81.00 ,82.00 ,,163.00 ,61.00 ,58.00 ,,119.00 ,0.84 ,0.87 ,0.85 ,0.63 ,0.62 ,0.62 ,0.75 ,0.71 ,0.73 
Garfield,2008,35-44,125.00 ,121.00 ,246.00 ,96.00 ,71.00 ,,167.00 ,71.00 ,52.00 ,,123.00 ,0.77 ,0.59 ,0.68 ,0.57 ,0.43 ,0.50 ,0.74 ,0.73 ,0.74 
Garfield,2008,45-54,178.00 ,181.00 ,359.00 ,156.00 ,147.00 ,,303.00 ,139.00 ,120.00 ,,259.00 ,0.88 ,0.81 ,0.84 ,0.78 ,0.66 ,0.72 ,0.89 ,0.82 ,0.85 
Garfield,2008,55-64,191.00 ,179.00 ,370.00 ,169.00 ,154.00 ,,323.00 ,138.00 ,134.00 ,,272.00 ,0.88 ,0.86 ,0.87 ,0.72 ,0.75 ,0.74 ,0.82 ,0.87 ,0.84 
Garfield,2008,65-,268.00 ,220.00 ,488.00 ,245.00 ,204.00 ,,449.00 ,201.00 ,169.00 ,,370.00 ,0.91 ,0.93 ,0.92 ,0.75 ,0.77 ,0.76 ,0.82 ,0.83 ,0.82 
Grant,2008,0TOTAL,29169.00 ,30353.00 ,59522.00 ,17351.00 ,15522.00 ,,32873.00 ,14313.00 ,12654.00 ,,26967.00 ,0.59 ,0.51 ,0.55 ,0.49 ,0.42 ,0.45 ,0.82 ,0.82 ,0.82 
Grant,2008,18-24,4122.00 ,4789.00 ,8911.00 ,1779.00 ,1622.00 ,,3401.00 ,948.00 ,778.00 ,,1726.00 ,0.43 ,0.34 ,0.38 ,0.23 ,0.16 ,0.19 ,0.53 ,0.48 ,0.51 
Grant,2008,25-34,5314.00 ,5739.00 ,11053.00 ,2309.00 ,1856.00 ,,4165.00 ,1596.00 ,1261.00 ,,2857.00 ,0.43 ,0.32 ,0.38 ,0.30 ,0.22 ,0.26 ,0.69 ,0.68 ,0.69 
Grant,2008,35-44,5140.00 ,5481.00 ,10621.00 ,2495.00 ,2193.00 ,,4688.00 ,1956.00 ,1699.00 ,,3655.00 ,0.49 ,0.40 ,0.44 ,0.38 ,0.31 ,0.34 ,0.78 ,0.77 ,0.78 
Grant,2008,45-54,5196.00 ,5441.00 ,10637.00 ,3343.00 ,2991.00 ,,6334.00 ,2844.00 ,2516.00 ,,5360.00 ,0.64 ,0.55 ,0.60 ,0.55 ,0.46 ,0.50 ,0.85 ,0.84 ,0.85 
Grant,2008,55-64,4212.00 ,4268.00 ,8480.00 ,3314.00 ,3116.00 ,,6430.00 ,3064.00 ,2843.00 ,,5907.00 ,0.79 ,0.73 ,0.76 ,0.73 ,0.67 ,0.70 ,0.92 ,0.91 ,0.92 
Grant,2008,65-,5185.00 ,4635.00 ,9820.00 ,4111.00 ,3744.00 ,,7855.00 ,3905.00 ,3557.00 ,,7462.00 ,0.79 ,0.81 ,0.80 ,0.75 ,0.77 ,0.76 ,0.95 ,0.95 ,0.95 
Grays Harbor,2008,0TOTAL,27390.00 ,28742.00 ,56132.00 ,19588.00 ,16954.00 ,122.00 ,36664.00 ,15026.00 ,12858.00 ,78.00 ,27962.00 ,0.72 ,0.59 ,0.65 ,0.55 ,0.45 ,0.50 ,0.77 ,0.76 ,0.76 
Grays Harbor,2008,18-24,2940.00 ,3426.00 ,6366.00 ,1636.00 ,1468.00 ,29.00 ,3133.00 ,693.00 ,595.00 ,13.00 ,1301.00 ,0.56 ,0.43 ,0.49 ,0.24 ,0.17 ,0.20 ,0.42 ,0.41 ,0.42 
Grays Harbor,2008,25-34,3765.00 ,4507.00 ,8272.00 ,2311.00 ,1882.00 ,20.00 ,4213.00 ,1399.00 ,1063.00 ,18.00 ,2480.00 ,0.61 ,0.42 ,0.51 ,0.37 ,0.24 ,0.30 ,0.61 ,0.56 ,0.59 
Grays Harbor,2008,35-44,4201.00 ,4802.00 ,9003.00 ,2637.00 ,2193.00 ,14.00 ,4844.00 ,1775.00 ,1500.00 ,9.00 ,3284.00 ,0.63 ,0.46 ,0.54 ,0.42 ,0.31 ,0.36 ,0.67 ,0.68 ,0.68 
Grays Harbor,2008,45-54,5415.00 ,5630.00 ,11045.00 ,3911.00 ,3292.00 ,12.00 ,7215.00 ,3100.00 ,2500.00 ,6.00 ,5606.00 ,0.72 ,0.58 ,0.65 ,0.57 ,0.44 ,0.51 ,0.79 ,0.76 ,0.78 
Grays Harbor,2008,55-64,5084.00 ,5081.00 ,10165.00 ,4130.00 ,3775.00 ,26.00 ,7931.00 ,3573.00 ,3256.00 ,17.00 ,6846.00 ,0.81 ,0.74 ,0.78 ,0.70 ,0.64 ,0.67 ,0.87 ,0.86 ,0.86 
Grays Harbor,2008,65-,5985.00 ,5296.00 ,11281.00 ,4963.00 ,4344.00 ,21.00 ,9328.00 ,4486.00 ,3944.00 ,15.00 ,8445.00 ,0.83 ,0.82 ,0.83 ,0.75 ,0.74 ,0.75 ,0.90 ,0.91 ,0.91 
Island,2008,0TOTAL,31202.00 ,30368.00 ,61570.00 ,25229.00 ,22334.00 ,,47563.00 ,22748.00 ,19895.00 ,,42643.00 ,0.81 ,0.74 ,0.77 ,0.73 ,0.66 ,0.69 ,0.90 ,0.89 ,0.90 
Island,2008,18-24,3170.00 ,3988.00 ,7158.00 ,2072.00 ,1759.00 ,,3831.00 ,1446.00 ,1156.00 ,,2602.00 ,0.65 ,0.44 ,0.54 ,0.46 ,0.29 ,0.36 ,0.70 ,0.66 ,0.68 
Island,2008,25-34,4329.00 ,4834.00 ,9163.00 ,2726.00 ,2327.00 ,,5053.00 ,2117.00 ,1731.00 ,,3848.00 ,0.63 ,0.48 ,0.55 ,0.49 ,0.36 ,0.42 ,0.78 ,0.74 ,0.76 
Island,2008,35-44,4599.00 ,4563.00 ,9162.00 ,3298.00 ,2913.00 ,,6211.00 ,2784.00 ,2460.00 ,,5244.00 ,0.72 ,0.64 ,0.68 ,0.61 ,0.54 ,0.57 ,0.84 ,0.84 ,0.84 
Island,2008,45-54,5903.00 ,5307.00 ,11210.00 ,4894.00 ,4246.00 ,,9140.00 ,4470.00 ,3742.00 ,,8212.00 ,0.83 ,0.80 ,0.82 ,0.76 ,0.71 ,0.73 ,0.91 ,0.88 ,0.90 
Island,2008,55-64,6058.00 ,5398.00 ,11456.00 ,5718.00 ,4998.00 ,,10716.00 ,5519.00 ,4770.00 ,,10289.00 ,0.94 ,0.93 ,0.94 ,0.91 ,0.88 ,0.90 ,0.97 ,0.95 ,0.96 
Island,2008,65-,7143.00 ,6278.00 ,13421.00 ,6521.00 ,6091.00 ,,12612.00 ,6412.00 ,6036.00 ,,12448.00 ,0.91 ,0.97 ,0.94 ,0.90 ,0.96 ,0.93 ,0.98 ,0.99 ,0.99 
Jefferson,2008,0TOTAL,12641.00 ,12297.00 ,24938.00 ,11634.00 ,10464.00 ,16.00 ,22114.00 ,10503.00 ,9256.00 ,14.00 ,19773.00 ,0.92 ,0.85 ,0.89 ,0.83 ,0.75 ,0.79 ,0.90 ,0.88 ,0.89 
Jefferson,2008,18-24,747.00 ,877.00 ,1624.00 ,622.00 ,630.00 ,,1252.00 ,390.00 ,370.00 ,,760.00 ,0.83 ,0.72 ,0.77 ,0.52 ,0.42 ,0.47 ,0.63 ,0.59 ,0.61 
Jefferson,2008,25-34,1088.00 ,1168.00 ,2256.00 ,930.00 ,815.00 ,1.00 ,1746.00 ,712.00 ,570.00 ,,1282.00 ,0.85 ,0.70 ,0.77 ,0.65 ,0.49 ,0.57 ,0.77 ,0.70 ,0.73 
Jefferson,2008,35-44,1457.00 ,1529.00 ,2986.00 ,1195.00 ,987.00 ,3.00 ,2185.00 ,1003.00 ,802.00 ,2.00 ,1807.00 ,0.82 ,0.65 ,0.73 ,0.69 ,0.52 ,0.61 ,0.84 ,0.81 ,0.83 
Jefferson,2008,45-54,2520.00 ,2256.00 ,4776.00 ,2186.00 ,1757.00 ,3.00 ,3946.00 ,1942.00 ,1512.00 ,3.00 ,3457.00 ,0.87 ,0.78 ,0.83 ,0.77 ,0.67 ,0.72 ,0.89 ,0.86 ,0.88 
Jefferson,2008,55-64,3135.00 ,2851.00 ,5986.00 ,3209.00 ,2786.00 ,1.00 ,5996.00 ,2993.00 ,2553.00 ,1.00 ,5547.00 ,1.02 ,0.98 ,1.00 ,0.95 ,0.90 ,0.93 ,0.93 ,0.92 ,0.93 
Jefferson,2008,65-,3694.00 ,3616.00 ,7310.00 ,3492.00 ,3489.00 ,8.00 ,6989.00 ,3463.00 ,3449.00 ,8.00 ,6920.00 ,0.95 ,0.96 ,0.96 ,0.94 ,0.95 ,0.95 ,0.99 ,0.99 ,0.99 
King,2008,0TOTAL,748281.00 ,735000.00 ,1483281.00 ,576669.00 ,526019.00 ,2146.00 ,1104834.00 ,470356.00 ,415152.00 ,973.00 ,886481.00 ,0.77 ,0.72 ,0.74 ,0.63 ,0.56 ,0.60 ,0.82 ,0.79 ,0.80 
King,2008,18-24,90463.00 ,91563.00 ,182026.00 ,58284.00 ,50511.00 ,603.00 ,109398.00 ,33960.00 ,26845.00 ,226.00 ,61031.00 ,0.64 ,0.55 ,0.60 ,0.38 ,0.29 ,0.34 ,0.58 ,0.53 ,0.56 
King,2008,25-34,147422.00 ,155017.00 ,302439.00 ,104065.00 ,94034.00 ,562.00 ,198661.00 ,76285.00 ,64704.00 ,308.00 ,141297.00 ,0.71 ,0.61 ,0.66 ,0.52 ,0.42 ,0.47 ,0.73 ,0.69 ,0.71 
King,2008,35-44,145676.00 ,154070.00 ,299746.00 ,108886.00 ,105865.00 ,392.00 ,215143.00 ,87758.00 ,81875.00 ,166.00 ,169799.00 ,0.75 ,0.69 ,0.72 ,0.60 ,0.53 ,0.57 ,0.81 ,0.77 ,0.79 
King,2008,45-54,144865.00 ,146145.00 ,291010.00 ,118239.00 ,112950.00 ,289.00 ,231478.00 ,102180.00 ,94374.00 ,118.00 ,196672.00 ,0.82 ,0.77 ,0.80 ,0.71 ,0.65 ,0.68 ,0.86 ,0.84 ,0.85 
King,2008,55-64,106559.00 ,102803.00 ,209362.00 ,93956.00 ,87807.00 ,160.00 ,181923.00 ,85806.00 ,78786.00 ,82.00 ,164674.00 ,0.88 ,0.85 ,0.87 ,0.81 ,0.77 ,0.79 ,0.91 ,0.90 ,0.91 
King,2008,65-,113296.00 ,85402.00 ,198698.00 ,93239.00 ,74852.00 ,140.00 ,168231.00 ,84367.00 ,68568.00 ,73.00 ,153008.00 ,0.82 ,0.88 ,0.85 ,0.74 ,0.80 ,0.77 ,0.90 ,0.92 ,0.91 
Kitsap,2008,0TOTAL,94816.00 ,97006.00 ,191822.00 ,75385.00 ,69318.00 ,62.00 ,144765.00 ,63420.00 ,56890.00 ,43.00 ,120353.00 ,0.80 ,0.71 ,0.75 ,0.67 ,0.59 ,0.63 ,0.84 ,0.82 ,0.83 
Kitsap,2008,18-24,11049.00 ,14821.00 ,25870.00 ,7347.00 ,6742.00 ,17.00 ,14106.00 ,4188.00 ,3505.00 ,8.00 ,7701.00 ,0.66 ,0.45 ,0.55 ,0.38 ,0.24 ,0.30 ,0.57 ,0.52 ,0.55 
Kitsap,2008,25-34,14309.00 ,16428.00 ,30737.00 ,9739.00 ,9013.00 ,21.00 ,18773.00 ,6895.00 ,5958.00 ,13.00 ,12866.00 ,0.68 ,0.55 ,0.61 ,0.48 ,0.36 ,0.42 ,0.71 ,0.66 ,0.69 
Kitsap,2008,35-44,16180.00 ,16475.00 ,32655.00 ,12152.00 ,10948.00 ,8.00 ,23108.00 ,9686.00 ,8393.00 ,8.00 ,18087.00 ,0.75 ,0.66 ,0.71 ,0.60 ,0.51 ,0.55 ,0.80 ,0.77 ,0.78 
Kitsap,2008,45-54,19931.00 ,19449.00 ,39380.00 ,16614.00 ,15429.00 ,9.00 ,32052.00 ,14567.00 ,13232.00 ,7.00 ,27806.00 ,0.83 ,0.79 ,0.81 ,0.73 ,0.68 ,0.71 ,0.88 ,0.86 ,0.87 
Kitsap,2008,55-64,16470.00 ,15878.00 ,32348.00 ,15174.00 ,14365.00 ,4.00 ,29543.00 ,14388.00 ,13382.00 ,4.00 ,27774.00 ,0.92 ,0.90 ,0.91 ,0.87 ,0.84 ,0.86 ,0.95 ,0.93 ,0.94 
Kitsap,2008,65-,16877.00 ,13955.00 ,30832.00 ,14359.00 ,12821.00 ,3.00 ,27183.00 ,13696.00 ,12420.00 ,3.00 ,26119.00 ,0.85 ,0.92 ,0.88 ,0.81 ,0.89 ,0.85 ,0.95 ,0.97 ,0.96 
Kittitas,2008,0TOTAL,16166.91 ,16541.92 ,32708.83 ,10684.00 ,9840.00 ,2.00 ,20526.00 ,9137.00 ,8331.00 ,,17468.00 ,0.66 ,0.59 ,0.63 ,0.57 ,0.50 ,0.53 ,0.86 ,0.85 ,0.85 
Kittitas,2008,18-24,4613.85 ,4865.87 ,9479.72 ,1335.00 ,1177.00 ,1.00 ,2513.00 ,878.00 ,750.00 ,,1628.00 ,0.29 ,0.24 ,0.27 ,0.19 ,0.15 ,0.17 ,0.66 ,0.64 ,0.65 
Kittitas,2008,25-34,2134.99 ,2452.99 ,4587.98 ,1465.00 ,1340.00 ,,2805.00 ,1154.00 ,1010.00 ,,2164.00 ,0.69 ,0.55 ,0.61 ,0.54 ,0.41 ,0.47 ,0.79 ,0.75 ,0.77 
Kittitas,2008,35-44,2081.01 ,2145.00 ,4226.02 ,1526.00 ,1403.00 ,,2929.00 ,1249.00 ,1150.00 ,,2399.00 ,0.73 ,0.65 ,0.69 ,0.60 ,0.54 ,0.57 ,0.82 ,0.82 ,0.82 
Kittitas,2008,45-54,2535.02 ,2541.02 ,5076.02 ,2053.00 ,1909.00 ,1.00 ,3963.00 ,1797.00 ,1655.00 ,,3452.00 ,0.81 ,0.75 ,0.78 ,0.71 ,0.65 ,0.68 ,0.88 ,0.87 ,0.87 
Kittitas,2008,55-64,2232.02 ,2258.02 ,4490.04 ,2055.00 ,1943.00 ,,3998.00 ,1904.00 ,1799.00 ,,3703.00 ,0.92 ,0.86 ,0.89 ,0.85 ,0.80 ,0.82 ,0.93 ,0.93 ,0.93 
Kittitas,2008,65-,2570.02 ,2279.02 ,4849.05 ,2250.00 ,2068.00 ,,4318.00 ,2155.00 ,1967.00 ,,4122.00 ,0.88 ,0.91 ,0.89 ,0.84 ,0.86 ,0.85 ,0.96 ,0.95 ,0.95 
Klickitat,2008,0TOTAL,7727.00 ,7834.00 ,15561.00 ,6154.00 ,5808.00 ,183.00 ,12145.00 ,5165.00 ,4777.00 ,138.00 ,10080.00 ,0.80 ,0.74 ,0.78 ,0.67 ,0.61 ,0.65 ,0.84 ,0.82 ,0.83 
Klickitat,2008,18-24,631.00 ,658.00 ,1289.00 ,451.00 ,392.00 ,37.00 ,880.00 ,252.00 ,204.00 ,14.00 ,470.00 ,0.71 ,0.60 ,0.68 ,0.40 ,0.31 ,0.36 ,0.56 ,0.52 ,0.53 
Klickitat,2008,25-34,947.00 ,984.00 ,1931.00 ,717.00 ,614.00 ,21.00 ,1352.00 ,476.00 ,382.00 ,16.00 ,874.00 ,0.76 ,0.62 ,0.70 ,0.50 ,0.39 ,0.45 ,0.66 ,0.62 ,0.65 
Klickitat,2008,35-44,1223.00 ,1322.00 ,2545.00 ,794.00 ,791.00 ,24.00 ,1609.00 ,611.00 ,572.00 ,18.00 ,1201.00 ,0.65 ,0.60 ,0.63 ,0.50 ,0.43 ,0.47 ,0.77 ,0.72 ,0.75 
Klickitat,2008,45-54,1602.00 ,1590.00 ,3192.00 ,1290.00 ,1139.00 ,23.00 ,2452.00 ,1092.00 ,933.00 ,22.00 ,2047.00 ,0.81 ,0.72 ,0.77 ,0.68 ,0.59 ,0.64 ,0.85 ,0.82 ,0.83 
Klickitat,2008,55-64,1634.00 ,1633.00 ,3267.00 ,1448.00 ,1408.00 ,45.00 ,2901.00 ,1363.00 ,1272.00 ,41.00 ,2676.00 ,0.89 ,0.86 ,0.89 ,0.83 ,0.78 ,0.82 ,0.94 ,0.90 ,0.92 
Klickitat,2008,65-,1690.00 ,1647.00 ,3337.00 ,1454.00 ,1464.00 ,33.00 ,2951.00 ,1371.00 ,1414.00 ,27.00 ,2812.00 ,0.86 ,0.89 ,0.88 ,0.81 ,0.86 ,0.84 ,0.94 ,0.97 ,0.95 
Lewis,2008,0TOTAL,28801.00 ,28251.00 ,57052.00 ,22011.00 ,19551.00 ,12.00 ,41574.00 ,17971.00 ,15885.00 ,7.00 ,33863.00 ,0.76 ,0.69 ,0.73 ,0.62 ,0.56 ,0.59 ,0.82 ,0.81 ,0.81 
Lewis,2008,18-24,3073.00 ,3407.00 ,6480.00 ,2122.00 ,1825.00 ,6.00 ,3953.00 ,1177.00 ,965.00 ,4.00 ,2146.00 ,0.69 ,0.54 ,0.61 ,0.38 ,0.28 ,0.33 ,0.55 ,0.53 ,0.54 
Lewis,2008,25-34,4024.00 ,4152.00 ,8176.00 ,2726.00 ,2375.00 ,2.00 ,5103.00 ,1860.00 ,1555.00 ,,3415.00 ,0.68 ,0.57 ,0.62 ,0.46 ,0.37 ,0.42 ,0.68 ,0.65 ,0.67 
Lewis,2008,35-44,4454.00 ,4524.00 ,8978.00 ,3135.00 ,2639.00 ,1.00 ,5775.00 ,2411.00 ,2018.00 ,1.00 ,4430.00 ,0.70 ,0.58 ,0.64 ,0.54 ,0.45 ,0.49 ,0.77 ,0.76 ,0.77 
